# feature	class	assembly	assembly_unit	seq_type	chromosome	genomic_accession	start	end	strand	product_accession	non-redundant_refseq	related_accession	name	symbol	GeneID	locus_tag	feature_interval_length	product_length	attributes
gene	protein_coding	GCA_002759435.3	Primary Assembly	chromosome	2	CM076439.1	667482	668675	-							B9J08_02286	1194		old_locus_tag=B9J08_000328
mRNA		GCA_002759435.3	Primary Assembly	chromosome	2	CM076439.1	667482	668675	-			KAK8440984.1	peptide chain release factor 1			B9J08_02286	1194		
CDS	with_protein	GCA_002759435.3	Primary Assembly	chromosome	2	CM076439.1	667482	668675	-	KAK8440984.1			peptide chain release factor 1			B9J08_02286	1194	397	
gene	protein_coding	GCA_002759435.3	Primary Assembly	chromosome	2	CM076439.1	668743	669060	+							B9J08_02287	318		old_locus_tag=B9J08_005587
mRNA		GCA_002759435.3	Primary Assembly	chromosome	2	CM076439.1	668743	669060	+			KAK8440985.1	hypothetical protein			B9J08_02287	318		
CDS	with_protein	GCA_002759435.3	Primary Assembly	chromosome	2	CM076439.1	668743	669060	+	KAK8440985.1			hypothetical protein			B9J08_02287	318	105	
gene	protein_coding	GCA_002759435.3	Primary Assembly	chromosome	2	CM076439.1	669106	669600	-							B9J08_02288	495		old_locus_tag=B9J08_005588
mRNA		GCA_002759435.3	Primary Assembly	chromosome	2	CM076439.1	669106	669600	-			KAK8440986.1	hypothetical protein			B9J08_02288	495		
CDS	with_protein	GCA_002759435.3	Primary Assembly	chromosome	2	CM076439.1	669106	669600	-	KAK8440986.1			hypothetical protein			B9J08_02288	495	164	
gene	protein_coding	GCA_002759435.3	Primary Assembly	chromosome	2	CM076439.1	670894	672171	+							B9J08_02289	1278		old_locus_tag=B9J08_000331
mRNA		GCA_002759435.3	Primary Assembly	chromosome	2	CM076439.1	670894	672171	+			KAK8440987.1	hypothetical protein			B9J08_02289	1278		
CDS	with_protein	GCA_002759435.3	Primary Assembly	chromosome	2	CM076439.1	670894	672171	+	KAK8440987.1			hypothetical protein			B9J08_02289	1278	425	
gene	protein_coding	GCA_002759435.3	Primary Assembly	chromosome	2	CM076439.1	672202	674556	-							B9J08_02290	2355		old_locus_tag=B9J08_000332
mRNA		GCA_002759435.3	Primary Assembly	chromosome	2	CM076439.1	672202	674556	-			KAK8440988.1	hypothetical protein			B9J08_02290	2355		
CDS	with_protein	GCA_002759435.3	Primary Assembly	chromosome	2	CM076439.1	672202	674556	-	KAK8440988.1			hypothetical protein			B9J08_02290	2355	784	
gene	protein_coding	GCA_002759435.3	Primary Assembly	chromosome	2	CM076439.1	675313	675918	-							B9J08_02291	606		old_locus_tag=B9J08_000333
mRNA		GCA_002759435.3	Primary Assembly	chromosome	2	CM076439.1	675313	675918	-			KAK8440989.1	hypothetical protein			B9J08_02291	606		
CDS	with_protein	GCA_002759435.3	Primary Assembly	chromosome	2	CM076439.1	675313	675918	-	KAK8440989.1			hypothetical protein			B9J08_02291	606	201	
gene	protein_coding	GCA_002759435.3	Primary Assembly	chromosome	2	CM076439.1	676179	677222	-							B9J08_02292	1044		old_locus_tag=B9J08_000334
mRNA		GCA_002759435.3	Primary Assembly	chromosome	2	CM076439.1	676179	677222	-			KAK8440990.1	hypothetical protein			B9J08_02292	1044		
CDS	with_protein	GCA_002759435.3	Primary Assembly	chromosome	2	CM076439.1	676179	677222	-	KAK8440990.1			hypothetical protein			B9J08_02292	1044	347	
gene	protein_coding	GCA_002759435.3	Primary Assembly	chromosome	2	CM076439.1	678531	679310	+							B9J08_02293	780		old_locus_tag=B9J08_000335
mRNA		GCA_002759435.3	Primary Assembly	chromosome	2	CM076439.1	678531	679310	+			KAK8440991.1	hypothetical protein			B9J08_02293	780		
CDS	with_protein	GCA_002759435.3	Primary Assembly	chromosome	2	CM076439.1	678531	679310	+	KAK8440991.1			hypothetical protein			B9J08_02293	780	259	
gene	protein_coding	GCA_002759435.3	Primary Assembly	chromosome	2	CM076439.1	680497	685498	+							B9J08_02294	5002		old_locus_tag=B9J08_000336
mRNA		GCA_002759435.3	Primary Assembly	chromosome	2	CM076439.1	680497	685498	+			KAK8440992.1	hypothetical protein			B9J08_02294	4950		
CDS	with_protein	GCA_002759435.3	Primary Assembly	chromosome	2	CM076439.1	680497	685498	+	KAK8440992.1			hypothetical protein			B9J08_02294	4950	1649	
gene	protein_coding	GCA_002759435.3	Primary Assembly	chromosome	2	CM076439.1	687238	687885	+							B9J08_02295	648		old_locus_tag=B9J08_000337
mRNA		GCA_002759435.3	Primary Assembly	chromosome	2	CM076439.1	687238	687885	+			KAK8440993.1	hypothetical protein			B9J08_02295	648		
CDS	with_protein	GCA_002759435.3	Primary Assembly	chromosome	2	CM076439.1	687238	687885	+	KAK8440993.1			hypothetical protein			B9J08_02295	648	215	
gene	protein_coding	GCA_002759435.3	Primary Assembly	chromosome	2	CM076439.1	688232	692080	+							B9J08_02296	3849		old_locus_tag=B9J08_000338
mRNA		GCA_002759435.3	Primary Assembly	chromosome	2	CM076439.1	688232	692080	+			KAK8440994.1	hypothetical protein			B9J08_02296	3849		
CDS	with_protein	GCA_002759435.3	Primary Assembly	chromosome	2	CM076439.1	688232	692080	+	KAK8440994.1			hypothetical protein			B9J08_02296	3849	1282	
gene	protein_coding	GCA_002759435.3	Primary Assembly	chromosome	2	CM076439.1	692375	692824	+							B9J08_02297	450		old_locus_tag=B9J08_000339
mRNA		GCA_002759435.3	Primary Assembly	chromosome	2	CM076439.1	692375	692824	+			KAK8440995.1	hypothetical protein			B9J08_02297	450		
CDS	with_protein	GCA_002759435.3	Primary Assembly	chromosome	2	CM076439.1	692375	692824	+	KAK8440995.1			hypothetical protein			B9J08_02297	450	149	
gene	protein_coding	GCA_002759435.3	Primary Assembly	chromosome	2	CM076439.1	692999	695710	-							B9J08_02298	2712		old_locus_tag=B9J08_000340
mRNA		GCA_002759435.3	Primary Assembly	chromosome	2	CM076439.1	692999	695710	-			KAK8440996.1	hypothetical protein			B9J08_02298	2712		
CDS	with_protein	GCA_002759435.3	Primary Assembly	chromosome	2	CM076439.1	692999	695710	-	KAK8440996.1			hypothetical protein			B9J08_02298	2712	903	
gene	protein_coding	GCA_002759435.3	Primary Assembly	chromosome	2	CM076439.1	699116	700636	+							B9J08_02299	1521		old_locus_tag=B9J08_000341
mRNA		GCA_002759435.3	Primary Assembly	chromosome	2	CM076439.1	699116	700636	+			KAK8440997.1	hypothetical protein			B9J08_02299	1521		
CDS	with_protein	GCA_002759435.3	Primary Assembly	chromosome	2	CM076439.1	699116	700636	+	KAK8440997.1			hypothetical protein			B9J08_02299	1521	506	
gene	protein_coding	GCA_002759435.3	Primary Assembly	chromosome	2	CM076439.1	700858	701724	+							B9J08_02300	867		old_locus_tag=B9J08_000342
mRNA		GCA_002759435.3	Primary Assembly	chromosome	2	CM076439.1	700858	701724	+			KAK8440998.1	hypothetical protein			B9J08_02300	867		
CDS	with_protein	GCA_002759435.3	Primary Assembly	chromosome	2	CM076439.1	700858	701724	+	KAK8440998.1			hypothetical protein			B9J08_02300	867	288	
gene	protein_coding	GCA_002759435.3	Primary Assembly	chromosome	2	CM076439.1	702888	703391	+							B9J08_02301	504		old_locus_tag=B9J08_000343
mRNA		GCA_002759435.3	Primary Assembly	chromosome	2	CM076439.1	702888	703391	+			KAK8440999.1	hypothetical protein			B9J08_02301	504		
CDS	with_protein	GCA_002759435.3	Primary Assembly	chromosome	2	CM076439.1	702888	703391	+	KAK8440999.1			hypothetical protein			B9J08_02301	504	167	
gene	protein_coding	GCA_002759435.3	Primary Assembly	chromosome	2	CM076439.1	703527	704118	-							B9J08_02302	592		old_locus_tag=B9J08_000344
mRNA		GCA_002759435.3	Primary Assembly	chromosome	2	CM076439.1	703527	704118	-			KAK8441000.1	hypothetical protein			B9J08_02302	537		
CDS	with_protein	GCA_002759435.3	Primary Assembly	chromosome	2	CM076439.1	703527	704118	-	KAK8441000.1			hypothetical protein			B9J08_02302	537	178	
gene	protein_coding	GCA_002759435.3	Primary Assembly	chromosome	2	CM076439.1	704311	704967	-							B9J08_02303	657		old_locus_tag=B9J08_000345
mRNA		GCA_002759435.3	Primary Assembly	chromosome	2	CM076439.1	704311	704967	-			KAK8441001.1	hypothetical protein			B9J08_02303	657		
CDS	with_protein	GCA_002759435.3	Primary Assembly	chromosome	2	CM076439.1	704311	704967	-	KAK8441001.1			hypothetical protein			B9J08_02303	657	218	
gene	protein_coding	GCA_002759435.3	Primary Assembly	chromosome	2	CM076439.1	705891	706340	-							B9J08_02304	450		old_locus_tag=B9J08_000346
mRNA		GCA_002759435.3	Primary Assembly	chromosome	2	CM076439.1	705891	706340	-			KAK8441002.1	60S ribosomal protein L28			B9J08_02304	450		
CDS	with_protein	GCA_002759435.3	Primary Assembly	chromosome	2	CM076439.1	705891	706340	-	KAK8441002.1			60S ribosomal protein L28			B9J08_02304	450	149	
gene	protein_coding	GCA_002759435.3	Primary Assembly	chromosome	2	CM076439.1	706624	708090	-							B9J08_02305	1467		old_locus_tag=B9J08_000347
mRNA		GCA_002759435.3	Primary Assembly	chromosome	2	CM076439.1	706624	708090	-			KAK8441003.1	hypothetical protein			B9J08_02305	1467		
CDS	with_protein	GCA_002759435.3	Primary Assembly	chromosome	2	CM076439.1	706624	708090	-	KAK8441003.1			hypothetical protein			B9J08_02305	1467	488	
gene	protein_coding	GCA_002759435.3	Primary Assembly	chromosome	2	CM076439.1	708218	710088	-							B9J08_02306	1871		old_locus_tag=B9J08_000348
mRNA		GCA_002759435.3	Primary Assembly	chromosome	2	CM076439.1	708218	710088	-			KAK8441004.1	hypothetical protein			B9J08_02306	1644		
CDS	with_protein	GCA_002759435.3	Primary Assembly	chromosome	2	CM076439.1	708218	710088	-	KAK8441004.1			hypothetical protein			B9J08_02306	1644	547	
gene	protein_coding	GCA_002759435.3	Primary Assembly	chromosome	2	CM076439.1	711154	712029	-							B9J08_02307	876		old_locus_tag=B9J08_000349
mRNA		GCA_002759435.3	Primary Assembly	chromosome	2	CM076439.1	711154	712029	-			KAK8441005.1	hypothetical protein			B9J08_02307	876		
CDS	with_protein	GCA_002759435.3	Primary Assembly	chromosome	2	CM076439.1	711154	712029	-	KAK8441005.1			hypothetical protein			B9J08_02307	876	291	
gene	protein_coding	GCA_002759435.3	Primary Assembly	chromosome	2	CM076439.1	712288	713340	+							B9J08_02308	1053		old_locus_tag=B9J08_000350
mRNA		GCA_002759435.3	Primary Assembly	chromosome	2	CM076439.1	712288	713340	+			KAK8441006.1	hypothetical protein			B9J08_02308	1053		
CDS	with_protein	GCA_002759435.3	Primary Assembly	chromosome	2	CM076439.1	712288	713340	+	KAK8441006.1			hypothetical protein			B9J08_02308	1053	350	
gene	protein_coding	GCA_002759435.3	Primary Assembly	chromosome	2	CM076439.1	713740	714876	+							B9J08_02309	1137		old_locus_tag=B9J08_000351
mRNA		GCA_002759435.3	Primary Assembly	chromosome	2	CM076439.1	713740	714876	+			KAK8441007.1	methionine-tRNA ligase, beta subunit			B9J08_02309	1137		
CDS	with_protein	GCA_002759435.3	Primary Assembly	chromosome	2	CM076439.1	713740	714876	+	KAK8441007.1			methionine-tRNA ligase, beta subunit			B9J08_02309	1137	378	
gene	protein_coding	GCA_002759435.3	Primary Assembly	chromosome	2	CM076439.1	715185	716048	+							B9J08_02310	864		old_locus_tag=B9J08_000352
mRNA		GCA_002759435.3	Primary Assembly	chromosome	2	CM076439.1	715185	716048	+			KAK8441008.1	hypothetical protein			B9J08_02310	864		
CDS	with_protein	GCA_002759435.3	Primary Assembly	chromosome	2	CM076439.1	715185	716048	+	KAK8441008.1			hypothetical protein			B9J08_02310	864	287	
gene	protein_coding	GCA_002759435.3	Primary Assembly	chromosome	2	CM076439.1	716414	717577	+							B9J08_02311	1164		old_locus_tag=B9J08_000353
mRNA		GCA_002759435.3	Primary Assembly	chromosome	2	CM076439.1	716414	717577	+			KAK8441009.1	mRNA surveillance protein pelota			B9J08_02311	1164		
CDS	with_protein	GCA_002759435.3	Primary Assembly	chromosome	2	CM076439.1	716414	717577	+	KAK8441009.1			mRNA surveillance protein pelota			B9J08_02311	1164	387	
gene	protein_coding	GCA_002759435.3	Primary Assembly	chromosome	2	CM076439.1	718396	718962	-							B9J08_02312	567		old_locus_tag=B9J08_000354
mRNA		GCA_002759435.3	Primary Assembly	chromosome	2	CM076439.1	718396	718962	-			KAK8441010.1	hypothetical protein			B9J08_02312	429		
CDS	with_protein	GCA_002759435.3	Primary Assembly	chromosome	2	CM076439.1	718396	718962	-	KAK8441010.1			hypothetical protein			B9J08_02312	429	142	
gene	protein_coding	GCA_002759435.3	Primary Assembly	chromosome	2	CM076439.1	719476	722718	+							B9J08_02313	3243		old_locus_tag=B9J08_000355
mRNA		GCA_002759435.3	Primary Assembly	chromosome	2	CM076439.1	719476	722718	+			KAK8441011.1	hypothetical protein			B9J08_02313	3243		
CDS	with_protein	GCA_002759435.3	Primary Assembly	chromosome	2	CM076439.1	719476	722718	+	KAK8441011.1			hypothetical protein			B9J08_02313	3243	1080	
gene	protein_coding	GCA_002759435.3	Primary Assembly	chromosome	2	CM076439.1	722762	724303	-							B9J08_02314	1542		old_locus_tag=B9J08_000356
mRNA		GCA_002759435.3	Primary Assembly	chromosome	2	CM076439.1	722762	724303	-			KAK8441012.1	glutamate-tRNA ligase			B9J08_02314	1542		
CDS	with_protein	GCA_002759435.3	Primary Assembly	chromosome	2	CM076439.1	722762	724303	-	KAK8441012.1			glutamate-tRNA ligase			B9J08_02314	1542	513	
gene	protein_coding	GCA_002759435.3	Primary Assembly	chromosome	2	CM076439.1	724972	725349	+							B9J08_02315	378		old_locus_tag=B9J08_000357
mRNA		GCA_002759435.3	Primary Assembly	chromosome	2	CM076439.1	724972	725349	+			KAK8441013.1	hypothetical protein			B9J08_02315	378		
CDS	with_protein	GCA_002759435.3	Primary Assembly	chromosome	2	CM076439.1	724972	725349	+	KAK8441013.1			hypothetical protein			B9J08_02315	378	125	
gene	protein_coding	GCA_002759435.3	Primary Assembly	chromosome	2	CM076439.1	726798	727751	+							B9J08_02316	954		old_locus_tag=B9J08_000358
mRNA		GCA_002759435.3	Primary Assembly	chromosome	2	CM076439.1	726798	727751	+			KAK8441014.1	hypothetical protein			B9J08_02316	954		
CDS	with_protein	GCA_002759435.3	Primary Assembly	chromosome	2	CM076439.1	726798	727751	+	KAK8441014.1			hypothetical protein			B9J08_02316	954	317	
gene	protein_coding	GCA_002759435.3	Primary Assembly	chromosome	2	CM076439.1	728126	728548	+							B9J08_02317	423		old_locus_tag=B9J08_000359
mRNA		GCA_002759435.3	Primary Assembly	chromosome	2	CM076439.1	728126	728548	+			KAK8441015.1	hypothetical protein			B9J08_02317	423		
CDS	with_protein	GCA_002759435.3	Primary Assembly	chromosome	2	CM076439.1	728126	728548	+	KAK8441015.1			hypothetical protein			B9J08_02317	423	140	
gene	protein_coding	GCA_002759435.3	Primary Assembly	chromosome	2	CM076439.1	728581	729393	-							B9J08_02318	813		old_locus_tag=B9J08_000360
mRNA		GCA_002759435.3	Primary Assembly	chromosome	2	CM076439.1	728581	729393	-			KAK8441016.1	hypothetical protein			B9J08_02318	813		
CDS	with_protein	GCA_002759435.3	Primary Assembly	chromosome	2	CM076439.1	728581	729393	-	KAK8441016.1			hypothetical protein			B9J08_02318	813	270	
gene	protein_coding	GCA_002759435.3	Primary Assembly	chromosome	2	CM076439.1	729743	730201	-							B9J08_02319	459		old_locus_tag=B9J08_000361
mRNA		GCA_002759435.3	Primary Assembly	chromosome	2	CM076439.1	729743	730201	-			KAK8441017.1	hypothetical protein			B9J08_02319	459		
CDS	with_protein	GCA_002759435.3	Primary Assembly	chromosome	2	CM076439.1	729743	730201	-	KAK8441017.1			hypothetical protein			B9J08_02319	459	152	
gene	protein_coding	GCA_002759435.3	Primary Assembly	chromosome	2	CM076439.1	732374	733045	+							B9J08_02320	672		old_locus_tag=B9J08_000362
mRNA		GCA_002759435.3	Primary Assembly	chromosome	2	CM076439.1	732374	733045	+			KAK8441018.1	hypothetical protein			B9J08_02320	672		
CDS	with_protein	GCA_002759435.3	Primary Assembly	chromosome	2	CM076439.1	732374	733045	+	KAK8441018.1			hypothetical protein			B9J08_02320	672	223	
gene	protein_coding	GCA_002759435.3	Primary Assembly	chromosome	2	CM076439.1	733195	734004	-							B9J08_02321	810		old_locus_tag=B9J08_000363
mRNA		GCA_002759435.3	Primary Assembly	chromosome	2	CM076439.1	733195	734004	-			KAK8441019.1	hypothetical protein			B9J08_02321	810		
CDS	with_protein	GCA_002759435.3	Primary Assembly	chromosome	2	CM076439.1	733195	734004	-	KAK8441019.1			hypothetical protein			B9J08_02321	810	269	
gene	protein_coding	GCA_002759435.3	Primary Assembly	chromosome	2	CM076439.1	736768	740115	+							B9J08_02322	3348		old_locus_tag=B9J08_000364
mRNA		GCA_002759435.3	Primary Assembly	chromosome	2	CM076439.1	736768	740115	+			KAK8441020.1	hypothetical protein			B9J08_02322	3348		
CDS	with_protein	GCA_002759435.3	Primary Assembly	chromosome	2	CM076439.1	736768	740115	+	KAK8441020.1			hypothetical protein			B9J08_02322	3348	1115	
gene	protein_coding	GCA_002759435.3	Primary Assembly	chromosome	2	CM076439.1	740533	742128	+							B9J08_02323	1596		old_locus_tag=B9J08_000365
mRNA		GCA_002759435.3	Primary Assembly	chromosome	2	CM076439.1	740533	742128	+			KAK8441021.1	hypothetical protein			B9J08_02323	1596		
CDS	with_protein	GCA_002759435.3	Primary Assembly	chromosome	2	CM076439.1	740533	742128	+	KAK8441021.1			hypothetical protein			B9J08_02323	1596	531	
gene	protein_coding	GCA_002759435.3	Primary Assembly	chromosome	2	CM076439.1	742264	742641	+							B9J08_02324	378		old_locus_tag=B9J08_000366
mRNA		GCA_002759435.3	Primary Assembly	chromosome	2	CM076439.1	742264	742641	+			KAK8441022.1	hypothetical protein			B9J08_02324	378		
CDS	with_protein	GCA_002759435.3	Primary Assembly	chromosome	2	CM076439.1	742264	742641	+	KAK8441022.1			hypothetical protein			B9J08_02324	378	125	
gene	protein_coding	GCA_002759435.3	Primary Assembly	chromosome	2	CM076439.1	742838	743811	-							B9J08_02325	974		old_locus_tag=B9J08_000367
mRNA		GCA_002759435.3	Primary Assembly	chromosome	2	CM076439.1	742838	743811	-			KAK8441023.1	methylsterol monooxygenase			B9J08_02325	912		
CDS	with_protein	GCA_002759435.3	Primary Assembly	chromosome	2	CM076439.1	742838	743811	-	KAK8441023.1			methylsterol monooxygenase			B9J08_02325	912	303	
gene	protein_coding	GCA_002759435.3	Primary Assembly	chromosome	2	CM076439.1	747598	749541	+							B9J08_02326	1944		old_locus_tag=B9J08_000368
mRNA		GCA_002759435.3	Primary Assembly	chromosome	2	CM076439.1	747598	749541	+			KAK8441024.1	hypothetical protein			B9J08_02326	1944		
CDS	with_protein	GCA_002759435.3	Primary Assembly	chromosome	2	CM076439.1	747598	749541	+	KAK8441024.1			hypothetical protein			B9J08_02326	1944	647	
gene	protein_coding	GCA_002759435.3	Primary Assembly	chromosome	2	CM076439.1	749870	750187	+							B9J08_02327	318		old_locus_tag=B9J08_000369
mRNA		GCA_002759435.3	Primary Assembly	chromosome	2	CM076439.1	749870	750187	+			KAK8441025.1	hypothetical protein			B9J08_02327	318		
CDS	with_protein	GCA_002759435.3	Primary Assembly	chromosome	2	CM076439.1	749870	750187	+	KAK8441025.1			hypothetical protein			B9J08_02327	318	105	
gene	protein_coding	GCA_002759435.3	Primary Assembly	chromosome	2	CM076439.1	753027	753866	+							B9J08_02328	840		old_locus_tag=B9J08_000370
mRNA		GCA_002759435.3	Primary Assembly	chromosome	2	CM076439.1	753027	753866	+			KAK8441026.1	D-arabinitol 2-dehydrogenase (ribulose-forming)			B9J08_02328	840		
CDS	with_protein	GCA_002759435.3	Primary Assembly	chromosome	2	CM076439.1	753027	753866	+	KAK8441026.1			D-arabinitol 2-dehydrogenase (ribulose-forming)			B9J08_02328	840	279	
gene	protein_coding	GCA_002759435.3	Primary Assembly	chromosome	2	CM076439.1	755234	756223	-							B9J08_02329	990		old_locus_tag=B9J08_000371
mRNA		GCA_002759435.3	Primary Assembly	chromosome	2	CM076439.1	755234	756223	-			KAK8441027.1	GTP-binding protein GTR2			B9J08_02329	990		
CDS	with_protein	GCA_002759435.3	Primary Assembly	chromosome	2	CM076439.1	755234	756223	-	KAK8441027.1			GTP-binding protein GTR2			B9J08_02329	990	329	
gene	protein_coding	GCA_002759435.3	Primary Assembly	chromosome	2	CM076439.1	756823	758204	-							B9J08_02330	1382		old_locus_tag=B9J08_000372
